extended_rank	name_short	name	inn	country	profile	in_training	actual_score	actual_rank	predicted_score	score_normalized	F1	F2	F3	F4	F5	F1_normalized	F2_normalized	F3_normalized	F4_normalized	F5_normalized	wos_pubs_per100_2021	rnd_revenue_share	grants_per_100_fac	master_share	foreign_faculty_share	ege_budget	ege_paid	ege_min	vsosh_per100	olymp_per100	foreign_students_noncis_share	foreign_students_share_total	revenue_per_faculty	modern_equipment_share	postgrad_per_100	doct_share
136	Уральский Государственный Экономический Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""УРАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ ЭКОНОМИЧЕСКИЙ УНИВЕРСИТЕТ"""	6661003675.0	RU		False			19.921291596052832	51.93	-0.0017449844145934	-0.9271115293990816	0.4377788616978334	-0.4776649491074959	-0.269684233091631	5.12	7.4	5.3	6.29	4.92	890.51	3.11	0.26	11.55	0.83	73.91	64.5	40.37	0.01	0.0	4.18	11.32	2949.33	39.56	0.02	17.77
137	Сибирский Государственный Институт Искусств Имени Дмитрия Хворостовского	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""СИБИРСКИЙ ГОСУДАРСТВЕННЫЙ ИНСТИТУТ ИСКУССТВ ИМЕНИ ДМИТРИЯ ХВОРОСТОВСКОГО"""	2466000546.0	RU		False			19.89968427052757	51.91	-0.9301059339496416	-0.0641658068092335	-0.4967089975250597	-1.8518377102485584	0.1295089009050375	2.48	8.32	3.48	4.54	5.81	54.08	2.41	1.4	13.09	0.0	79.2	58.81	69.13	0.0	0.0	2.34	2.47	490.08	54.24	0.89	2.72
138	Санкт-Петербургский Государственный Университет Аэрокосмического Приборостроения	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ АЭРОКОСМИЧЕСКОГО ПРИБОРОСТРОЕНИЯ»	7812003110.0	RU		False			19.8500907532034	51.87	-0.2806618840311305	-0.6390825468334465	-0.8085113568289458	-1.1253591743901463	0.0432017767836235	4.33	7.7	2.87	5.46	5.62	451.68	3.93	0.66	7.41	0.2	80.67	59.42	51.82	0.01	0.01	1.6	6.96	2395.59	45.58	0.02	17.39
139	Московский Государственный Технологический Университет «Станкин	Московский государственный технологический университет «СТАНКИН»	7707003506.0	RU	technical	True	19.76	67.0	19.76	51.79	0.3212024234181349	-0.8858403928192337	-1.1627600595057908	0.3717453580339152	0.0622589953602027	6.04	7.44	2.18	7.38	5.66	3.97	14.92	1.31	22.08	1.81	72.89	62.47	52.0	0.0	0.04	1.73	10.84	7.33	24.14	2.22	12.33
140	Литературный Институт Имени А. М. Горького	Литературный институт имени А. М. Горького	7703035708.0	RU	creative	True	19.75	68.0	19.75	51.78	-1.5187764811124795	0.7015191011321846	-2.0378367161712174	-0.6554938601878058	0.352928093806987	1.0	9.14	1.0	6.06	6.31	2.81	8.09	0.0	0.0	0.0	88.19	67.0	68.0	0.15	0.0	0.56	1.78	6.15	84.15	2.76	17.63
141	Санкт-Петербургская Государственная Художественно-Промышленная Академия	Санкт-Петербургская государственная художественно-промышленная академия	7825072672.0	RU	creative	True	19.7	69.0	19.7	51.74	-1.7472258757803742	0.1902715725661929	-0.2259686659709322	0.2075202206385056	-1.4188146601150422	1.0	8.59	4.01	7.17	2.36	1.39	1.89	0.0	9.78	0.0	82.55	72.74	57.15	0.0	0.0	1.5	6.12	7.56	71.19	0.84	2.34
142	Восточная Экономико-Юридическая Гуманитарная Академия	Восточная экономико-юридическая гуманитарная академия	274021161.0	RU	legal	True	19.69	70.0	19.69	51.73	-1.3720030123753069	0.9336749656010812	1.267505635572571	-1.7281746329390393	-2.1670119477733123	1.22	9.38	6.92	4.69	1.0	0.59	0.49	0.0	0.0	0.95	91.82	76.42	76.42	0.0	0.0	0.06	0.76	8.67	69.59	0.0	17.42
143	"Автономная Некоммерческая Организация Высшего Образования ""Международный Банковский Институт Имени Анатолия Собчака"	"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""МЕЖДУНАРОДНЫЙ БАНКОВСКИЙ ИНСТИТУТ ИМЕНИ АНАТОЛИЯ СОБЧАКА"""	7808020508.0	RU		False			19.6280986352646	51.67	-0.2691816378814782	-0.8306498639303461	-1.4402733356965012	0.7330876903926767	0.3848279877850464	4.36	7.5	1.64	7.84	6.38	309.72	6.63	0.0	19.83	0.0	70.26	67.46	54.41	0.0	0.0	0.17	7.42	5354.46	9.09	0.92	18.14
144	Московский Государственный Строительный Университет (Мгсу)	Московский государственный строительный университет (МГСУ)	7716103391.0	RU	technical	True	19.54	71.0	19.54	51.59	0.1076230653109333	-0.8208926223993471	0.2523088678034372	-0.2871811156868374	-0.0189402751676986	5.43	7.51	4.94	6.54	5.48	3.14	23.21	0.12	16.9	0.52	73.47	62.45	45.85	0.0	0.01	1.31	6.72	8.18	21.84	1.75	13.19
145	"Частное Учреждение Образовательная Организация Высшего Образования ""Медицинский Университет ""Реавиз"	"ЧАСТНОЕ УЧРЕЖДЕНИЕ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""МЕДИЦИНСКИЙ УНИВЕРСИТЕТ ""РЕАВИЗ"""	6317006620.0	RU		False			19.49742307004881	51.56	-0.7461183112256029	-0.5114854211098381	-1.264152656894776	1.0989965726594573	0.8716609999083903	3.0	7.84	1.98	8.31	7.47	92.9	7.43	0.0	0.0	0.0	0.0	57.58	49.1	0.0	0.0	0.0	6.25	4444.13	71.12	0.0	24.32
146	Казанский Государственный Архитектурно-Строительный Университет	Казанский государственный архитектурно-строительный университет	1655018025.0	RU	technical	True	19.35	72.0	19.35	51.43	-0.7950340283335782	-0.7867925170893654	-0.5518556182074634	-0.7521400935468858	-0.2910819098273474	2.86	7.55	3.37	5.94	4.87	2.39	9.44	0.77	17.85	0.0	75.2	65.03	48.31	0.0	0.0	1.04	3.9	7.44	48.22	1.53	10.33
147	Институт Кино И Телевидения (Гитр)	Институт кино и телевидения (ГИТР)	7714424400.0	RU	creative	True	19.29	73.0	19.29	51.37	-1.044869742378252	-0.1061810085529056	1.3836737620802335	-1.861318205689901	-0.6184014216537432	2.15	8.27	7.14	4.52	4.14	3.15	2.97	0.0	0.49	0.0	86.47	74.13	49.56	0.0	0.0	0.15	2.99	9.32	29.59	0.99	16.92
148	"Негосударственное Образовательное Учреждение Высшего Образования ""Институт Театрального Искусства Им. П.М. Ершова"	"НЕГОСУДАРСТВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ИНСТИТУТ ТЕАТРАЛЬНОГО ИСКУССТВА ИМ. П.М. ЕРШОВА"""	7720259480.0	RU		False			19.283474328498727	51.37	-0.7419530112258659	-0.451467815288818	-1.7425257256151918	0.4597095206898337	-1.642853022805309	3.01	7.9	1.05	7.49	1.86	0.0	30.1	0.0	0.0	0.0	76.8	64.7	60.25	0.0	0.0	0.0	4.71	3823.63	0.0	0.0	13.16
149	Российский Государственный Социальный Университет	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «РОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ СОЦИАЛЬНЫЙ УНИВЕРСИТЕТ»	7718084994.0	RU		False			19.276272692593587	51.36	-0.3294825779756329	-0.7428562141304595	-0.7384645811867536	-0.3801251446355249	0.4473244234597366	4.19	7.59	3.01	6.42	6.52	763.07	0.0	27.5	0.0	0.0	0.0	30.22	25.1	0.0	0.0	1.36	3.08	4052.9	99.52	0.0	1.28
150	Тюменский Государственный Университет	Тюменский государственный университет	7202010861.0	RU	classical	True	19.27	74.0	19.27	51.35	0.6149560086413376	-0.5247537852992403	-0.4788190610807387	-0.2602044672578335	-0.419917306180366	6.88	7.83	3.51	6.57	4.59	3.71	16.79	2.13	12.73	1.09	79.76	62.54	45.36	0.01	0.08	1.01	11.75	7.82	65.98	1.48	13.54
151	Воронежский Государственный Университет	Воронежский государственный университет	3666029505.0	RU	classical	True	19.26	75.0	19.26	51.35	-0.4317297064862227	-0.8484791026432884	-1.7278170206426122	-0.5902116004414191	-0.2849652770903815	3.9	7.48	1.08	6.15	4.89	3.33	9.5	1.35	12.81	0.0	72.96	66.2	46.88	0.0	0.02	0.85	5.5	6.78	41.23	1.43	19.6
152	Саратовский Национальный Исследовательский Государственный Университет Имени Н.Г. Чернышевского	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «САРАТОВСКИЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМЕНИ Н.Г. ЧЕРНЫШЕВСКОГО»	6452022089.0	RU		False			19.24569587355736	51.33	0.1422061997039045	-0.9704905071052377	-0.1724045162605366	-2.1556457241673024	0.2175596735882638	5.53	7.35	4.11	4.15	6.01	345.51	7.74	1.3	9.52	0.1	65.36	58.04	49.3	0.0	0.01	0.31	13.71	764.12	21.38	0.02	13.08
153	Омский Государственный Университет Им. Ф.М. Достоевского	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ОМСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМ. Ф.М. ДОСТОЕВСКОГО»	5501003925.0	RU		False			19.225438888375244	51.31	-0.1356376451255315	-0.8099798883246014	-0.9899966392321062	-1.296217356985589	-0.2290761943525465	4.74	7.52	2.52	5.25	5.01	443.83	3.06	1.5	12.82	0.54	69.87	63.03	52.2	0.03	0.0	0.24	6.18	1271.97	71.02	0.04	14.53
154	Казанский Государственный Институт Культуры	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""КАЗАНСКИЙ ГОСУДАРСТВЕННЫЙ ИНСТИТУТ КУЛЬТУРЫ"""	1659017872.0	RU		False			19.222011623358625	51.31	-0.3737892298921553	-0.545360973506978	-0.4127696579813506	-2.396462461864826	0.6282733437961467	4.06	7.8	3.64	3.84	6.93	220.85	18.17	1.33	14.15	0.0	75.92	62.88	63.94	0.0	0.0	1.53	4.79	366.68	52.9	0.23	7.49
155	"Воронежский Государственный Медицинский Университет Имени Н.Н.Бурденко"" Министерства Здравоохранения Российской Федерации"	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ВОРОНЕЖСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ ИМЕНИ Н.Н.БУРДЕНКО"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"	3666027794.0	RU		False			19.212724075765813	51.3	-0.6856137207130923	-0.4923110382987523	-0.1505324048146223	-0.3591792892000164	1.3831387748830972	3.18	7.86	4.15	6.44	8.61	333.63	4.7	0.23	14.64	0.0	84.64	61.71	42.17	0.0	0.0	5.34	7.9	1760.34	39.29	0.29	17.88
156	Санкт-Петербургский Государственный Архитектурно-Строительный Университет	Санкт-Петербургский государственный архитектурно-строительный университет	7809011023.0	RU	technical	True	19.18	76.0	19.18	51.27	-0.3343639955915981	-0.6775756940593882	-0.506850763359291	-0.2910724971072956	-1.2298297332691226	4.18	7.66	3.46	6.53	2.78	2.23	5.17	2.15	15.61	0.49	76.59	63.82	48.29	0.0	0.0	0.97	5.47	7.94	59.62	1.38	12.79
157	"Самарский Государственный Экономический Университет"" (Сгэу)"	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САМАРСКИЙ ГОСУДАРСТВЕННЫЙ ЭКОНОМИЧЕСКИЙ УНИВЕРСИТЕТ"" (СГЭУ)"	6318100897.0	RU		False			19.148780137083143	51.25	-0.4398702144505449	-0.6614323257234075	-1.465465611941844	-0.3738982434040475	0.7239041338912817	3.87	7.68	1.59	6.42	7.14	1766.66	3.53	0.45	14.44	0.0	37.61	68.1	56.61	0.0	0.0	0.21	1.56	3643.81	19.96	0.28	11.4
158	Национальный Институт Дизайна	Национальный институт дизайна	9705042180.0	RU	creative	True	19.1	77.0	19.1	51.2	-1.6558355556769708	0.3286633984776734	1.4114237767649351	-1.385554296846768	-2.120627899472571	1.0	8.74	7.2	5.13	1.0	0.0	5.64	0.0	9.07	0.0	82.7	78.3	77.6	0.0	0.0	0.15	3.55	8.77	100.0	0.0	14.32
159	Иркутский Национальный Исследовательский Технический Университет	Иркутский национальный исследовательский технический университет	3812014066.0	RU	classical	True	19.03	78.0	19.03	51.14	-0.078796358811908	-1.5525559646614764	-0.9068661389655012	0.2379894553974826	-0.6381691940006575	4.9	6.73	2.68	7.21	4.1	3.01	17.47	0.41	17.47	0.77	65.81	58.61	48.37	0.01	0.0	1.76	6.78	7.56	10.75	1.52	10.74
160	Московская Государственная Академия Ветеринарной Медицины И Биотехнологии - Мва Имени К.И. Скрябина	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «МОСКОВСКАЯ ГОСУДАРСТВЕННАЯ АКАДЕМИЯ ВЕТЕРИНАРНОЙ МЕДИЦИНЫ И БИОТЕХНОЛОГИИ - МВА ИМЕНИ К.И. СКРЯБИНА»	7721043170.0	RU		False			19.00266741252216	51.12	0.0186917494444205	-1.0990925219482337	-0.7615628172734756	0.1205954789464765	0.887161909757739	5.18	7.21	2.96	7.06	7.5	1216.82	6.56	4.14	8.69	0.4	74.05	54.11	45.05	0.0	0.0	1.34	3.35	3516.94	52.71	0.15	22.29
161	Государственный Университет По Землеустройству	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПО ЗЕМЛЕУСТРОЙСТВУ"""	7701113654.0	RU		False			18.96829887316725	51.09	-0.2608397216030835	-0.7894993050843896	-1.149567301345182	-0.7766622397790112	0.1213290831777839	4.38	7.54	2.21	5.91	5.79	209.14	10.26	0.32	12.12	0.34	71.14	64.55	44.23	0.0	0.0	0.47	1.66	1679.19	53.22	0.11	19.84
162	"Автономная Некоммерческая Организация Высшего Образования Самарский Университет Государственного Управления ""Международный Институт Рынка"	"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ САМАРСКИЙ УНИВЕРСИТЕТ ГОСУДАРСТВЕННОГО УПРАВЛЕНИЯ ""МЕЖДУНАРОДНЫЙ ИНСТИТУТ РЫНКА"""	6315018323.0	RU		False			18.898157270161843	51.02	-0.6778040528276167	-0.474388462638043	-1.8177033912379248	-0.469290225028583	-0.8830686705647198	3.2	7.88	1.0	6.3	3.55	194.7	2.99	0.0	9.59	0.0	76.15	65.93	53.72	0.0	0.0	0.11	1.13	2129.27	71.4	0.04	9.84
163	Новосибирский Государственный Медицинский Университет» Министерства Здравоохранения Российской Федерации	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «НОВОСИБИРСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ» МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ	5406011186.0	RU		False			18.86400755100698	50.99	-0.4569184133945961	-0.6559616606766945	0.1219324455658432	-1.147075262445178	1.813957929308872	3.83	7.69	4.69	5.44	9.57	174.94	0.6	0.0	20.38	0.59	81.37	58.9	45.0	0.0	0.0	2.61	9.14	982.24	37.82	0.51	27.65
164	Алтайский Государственный Университет	Алтайский государственный университет	2225004738.0	RU	classical	True	18.86	79.0	18.86	50.99	0.704468763852904	-1.0133712156204937	-1.2980920405636949	0.838521116675629	-0.5928749316821158	7.13	7.3	1.92	7.98	4.2	4.16	7.25	1.3	18.75	1.83	73.24	62.03	49.52	0.0	0.15	1.58	15.25	7.5	31.73	1.7	14.44
